date1,datetime,cash_type,card,money,coffee_name
April,April  8:34:17 PM,card,ANON-0000-0000-0003,27.92,Americano
April,April  7:29:17 PM,card,ANON-0000-0000-0003,27.92,Cortado
April,April  7:29:17 PM,card,ANON-0000-0000-0141,27.92,Cortado
April,April  3:39:48 PM,card,ANON-0000-0000-0141,32.82,Americano with Milk
April,April  4:19:03 PM,card,ANON-0000-0000-0140,37.72,Cappuccino
April,April  6:39:04 PM,card,ANON-0000-0000-0134,37.72,Cappuccino
April,April  7:22:02 PM,card,ANON-0000-0000-0134,37.72,Cappuccino
April,April  7:23:16 PM,card,ANON-0000-0000-0142,37.72,Latte
April,April  7:29:17 PM,card,ANON-0000-0000-0142,32.82,Americano with Milk
April,April  7:45:17 PM,card,ANON-0000-0000-0142,32.82,Americano with Milk
April,April  7:45:17 PM,card,ANON-0000-0000-0142,27.92,Americano
April,April  7:45:17 PM,card,ANON-0000-0000-0142,32.82,Americano with Milk
April,April  7:45:17 PM,card,ANON-0000-0000-0142,37.72,Cappuccino
April,April  7:29:17 PM,card,ANON-0000-0000-0142,32.82,Americano with Milk
April,April  7:29:17 PM,card,ANON-0000-0000-0142,37.72,Latte
May,May  10:15:51 AM,card,ANON-0000-0000-0143,27.92,Americano
May,May  12:19:23 PM,cash,,39,Latte
May,May  12:20:18 PM,card,ANON-0000-0000-0133,32.82,Americano with Milk
May,May  1:46:33 PM,card,ANON-0000-0000-0144,37.72,Cappuccino
May,May  1:48:15 PM,card,ANON-0000-0000-0024,32.82,Americano with Milk
May,May  3:39:48 PM,card,ANON-0000-0000-0145,37.72,Latte
May,May  4:19:03 PM,card,ANON-0000-0000-0145,37.72,Cappuccino
May,May  6:39:04 PM,cash,,39,Latte
May,May  7:22:02 PM,card,ANON-0000-0000-0146,37.72,Latte
May,May  7:23:16 PM,card,ANON-0000-0000-0147,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0148,27.92,Americano
May,May  10:15:51 AM,card,ANON-0000-0000-0149,37.72,Cappuccino
May,May  12:19:23 PM,card,ANON-0000-0000-0149,32.82,Americano with Milk
May,May  12:20:18 PM,card,ANON-0000-0000-0150,27.92,Americano
May,May  1:46:33 PM,card,ANON-0000-0000-0141,27.92,Cortado
May,May  1:48:15 PM,cash,,29,Americano
May,May  3:39:48 PM,card,ANON-0000-0000-0148,27.92,Cortado
May,May  4:19:03 PM,card,ANON-0000-0000-0148,27.92,Americano
May,May  6:39:04 PM,card,ANON-0000-0000-0151,37.72,Cappuccino
May,May  7:22:02 PM,card,ANON-0000-0000-0151,37.72,Cappuccino
May,May  7:23:16 PM,card,ANON-0000-0000-0148,37.72,Cocoa
May,May  7:29:17 PM,card,ANON-0000-0000-0141,27.92,Cortado
May,May  10:15:51 AM,card,ANON-0000-0000-0077,27.92,Cortado
May,May  12:19:23 PM,card,ANON-0000-0000-0148,37.72,Cocoa
May,May  12:20:18 PM,card,ANON-0000-0000-0152,27.92,Americano
May,May  1:46:33 PM,card,ANON-0000-0000-0153,37.72,Cappuccino
May,May  1:48:15 PM,card,ANON-0000-0000-0153,37.72,Latte
May,May  3:39:48 PM,cash,,34,Americano with Milk
May,May  4:19:03 PM,card,ANON-0000-0000-0154,37.72,Cappuccino
May,May  6:39:04 PM,card,ANON-0000-0000-0154,37.72,Cappuccino
May,May  7:22:02 PM,card,ANON-0000-0000-0001,37.72,Latte
May,May  7:23:16 PM,card,ANON-0000-0000-0155,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0156,27.92,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0156,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0156,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0156,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0118,27.92,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0118,27.92,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0157,27.92,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0143,32.82,Americano with Milk
May,May  7:29:17 PM,cash,,39,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0158,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0158,37.72,Latte
May,May  7:29:17 PM,cash,,34,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0069,37.72,Latte
May,May  7:29:17 PM,cash,,39,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0026,37.72,Cocoa
May,May  7:29:17 PM,card,ANON-0000-0000-0040,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0115,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0159,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0001,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0160,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0161,27.92,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0077,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0162,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0163,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0164,32.82,Americano with Milk
May,May  8:29:17 PM,cash,,29,Americano
May,May  10:15:51 AM,cash,,29,Americano
May,May  12:19:23 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  12:20:18 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  1:46:33 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  1:48:15 PM,card,ANON-0000-0000-0012,37.72,Cappuccino
May,May  3:39:48 PM,card,ANON-0000-0000-0165,37.72,Latte
May,May  4:19:03 PM,card,ANON-0000-0000-0165,37.72,Cappuccino
May,May  6:39:04 PM,card,ANON-0000-0000-0025,37.72,Cappuccino
May,May  7:22:02 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
May,May  7:23:16 PM,card,ANON-0000-0000-0040,27.92,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0166,32.82,Americano with Milk
May,May  10:15:51 AM,card,ANON-0000-0000-0166,37.72,Cappuccino
May,May  12:19:23 PM,card,ANON-0000-0000-0167,37.72,Hot Chocolate
May,May  12:20:18 PM,card,ANON-0000-0000-0168,37.72,Latte
May,May  1:46:33 PM,card,ANON-0000-0000-0012,23.02,Espresso
May,May  1:48:15 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  3:39:48 PM,card,ANON-0000-0000-0003,27.92,Americano
May,May  4:19:03 PM,card,ANON-0000-0000-0003,27.92,Americano
May,May  6:39:04 PM,card,ANON-0000-0000-0003,27.92,Americano
May,May  7:22:02 PM,card,ANON-0000-0000-0164,32.82,Americano with Milk
May,May  7:23:16 PM,cash,,29,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0169,27.92,Cortado
May,May  10:15:51 AM,card,ANON-0000-0000-0012,27.92,Cortado
May,May  12:19:23 PM,card,ANON-0000-0000-0170,23.02,Espresso
May,May  12:20:18 PM,card,ANON-0000-0000-0171,37.72,Cappuccino
May,May  1:46:33 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
May,May  1:48:15 PM,card,ANON-0000-0000-0172,32.82,Americano with Milk
May,May  3:39:48 PM,cash,,39,Latte
May,May  4:19:03 PM,cash,,39,Cappuccino
May,May  6:39:04 PM,card,ANON-0000-0000-0173,32.82,Americano with Milk
May,May  7:22:02 PM,card,ANON-0000-0000-0174,37.72,Hot Chocolate
May,May  7:23:16 PM,card,ANON-0000-0000-0069,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0175,37.72,Hot Chocolate
May,May  7:45:17 PM,card,ANON-0000-0000-0175,37.72,Latte
May,May  7:45:17 PM,card,ANON-0000-0000-0033,27.92,Americano
May,May  7:45:17 PM,card,ANON-0000-0000-0164,32.82,Americano with Milk
May,May  7:45:17 PM,cash,,34,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0009,37.72,Cappuccino
May,May  8:34:17 PM,card,ANON-0000-0000-0176,37.72,Cappuccino
May,May  8:34:17 PM,card,ANON-0000-0000-0177,27.92,Americano
May,May  8:34:17 PM,card,ANON-0000-0000-0178,37.72,Latte
May,May  8:34:17 PM,card,ANON-0000-0000-0179,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0180,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0180,37.72,Cappuccino
May,May  3:39:48 PM,card,ANON-0000-0000-0181,32.82,Americano with Milk
May,May  4:19:03 PM,card,ANON-0000-0000-0172,32.82,Americano with Milk
May,May  6:39:04 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
May,May  7:22:02 PM,card,ANON-0000-0000-0040,32.82,Americano with Milk
May,May  7:23:16 PM,card,ANON-0000-0000-0009,37.72,Latte
May,May  7:29:17 PM,cash,,39,Cappuccino
May,May  7:45:17 PM,card,ANON-0000-0000-0182,27.92,Americano
May,May  7:45:17 PM,card,ANON-0000-0000-0182,27.92,Americano
May,May  7:45:17 PM,card,ANON-0000-0000-0183,37.72,Cappuccino
May,May  7:45:17 PM,cash,,24,Espresso
May,May  7:29:17 PM,card,ANON-0000-0000-0184,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  8:34:17 PM,card,ANON-0000-0000-0185,32.82,Americano with Milk
May,May  8:34:17 PM,card,ANON-0000-0000-0186,32.82,Americano with Milk
May,May  8:34:17 PM,card,ANON-0000-0000-0186,23.02,Espresso
May,May  8:34:17 PM,card,ANON-0000-0000-0186,37.72,Hot Chocolate
May,May  7:29:17 PM,card,ANON-0000-0000-0187,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0188,37.72,Cappuccino
May,May  3:39:48 PM,card,ANON-0000-0000-0189,37.72,Cappuccino
May,May  4:19:03 PM,card,ANON-0000-0000-0190,32.82,Americano with Milk
May,May  6:39:04 PM,card,ANON-0000-0000-0191,37.72,Latte
May,May  7:22:02 PM,card,ANON-0000-0000-0001,37.72,Latte
May,May  7:23:16 PM,card,ANON-0000-0000-0143,27.92,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0143,27.92,Americano
May,May  7:45:17 PM,card,ANON-0000-0000-0003,27.92,Americano
May,May  7:45:17 PM,card,ANON-0000-0000-0003,27.92,Americano
May,May  7:45:17 PM,card,ANON-0000-0000-0192,32.82,Americano with Milk
May,May  7:45:17 PM,card,ANON-0000-0000-0192,37.72,Cappuccino
May,May  7:29:17 PM,cash,,29,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0120,37.72,Latte
May,May  8:34:17 PM,card,ANON-0000-0000-0193,37.72,Latte
May,May  8:34:17 PM,card,ANON-0000-0000-0194,32.82,Americano with Milk
May,May  8:34:17 PM,card,ANON-0000-0000-0194,37.72,Cocoa
May,May  8:34:17 PM,card,ANON-0000-0000-0195,27.92,Cortado
May,May  7:29:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
May,May  3:39:48 PM,card,ANON-0000-0000-0196,37.72,Latte
May,May  4:19:03 PM,cash,,29,Americano
May,May  6:39:04 PM,cash,,34,Americano with Milk
May,May  7:22:02 PM,cash,,39,Cocoa
May,May  7:23:16 PM,cash,,39,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0197,37.72,Latte
May,May  7:45:17 PM,card,ANON-0000-0000-0012,23.02,Espresso
May,May  7:45:17 PM,card,ANON-0000-0000-0198,37.72,Cappuccino
May,May  7:45:17 PM,card,ANON-0000-0000-0199,37.72,Cappuccino
May,May  7:45:17 PM,card,ANON-0000-0000-0200,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0191,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0141,27.92,Cortado
May,May  8:34:17 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
May,May  8:34:17 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  8:34:17 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  8:34:17 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0134,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0134,37.72,Cappuccino
May,May  3:39:48 PM,card,ANON-0000-0000-0180,37.72,Hot Chocolate
May,May  4:19:03 PM,card,ANON-0000-0000-0180,37.72,Cappuccino
May,May  6:39:04 PM,card,ANON-0000-0000-0201,37.72,Cappuccino
May,May  7:22:02 PM,card,ANON-0000-0000-0202,23.02,Espresso
May,May  7:23:16 PM,card,ANON-0000-0000-0180,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0203,37.72,Cappuccino
May,May  7:45:17 PM,card,ANON-0000-0000-0180,37.72,Cappuccino
May,May  7:45:17 PM,card,ANON-0000-0000-0077,37.72,Latte
May,May  7:45:17 PM,card,ANON-0000-0000-0153,37.72,Cappuccino
May,May  7:45:17 PM,card,ANON-0000-0000-0153,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0204,27.92,Cortado
May,May  7:29:17 PM,card,ANON-0000-0000-0134,37.72,Cappuccino
May,May  8:34:17 PM,card,ANON-0000-0000-0205,37.72,Cappuccino
May,May  8:34:17 PM,card,ANON-0000-0000-0206,37.72,Cappuccino
May,May  8:34:17 PM,card,ANON-0000-0000-0207,37.72,Cappuccino
May,May  8:34:17 PM,card,ANON-0000-0000-0207,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0208,32.82,Americano with Milk
May,May  7:29:17 PM,cash,,39,Hot Chocolate
May,May  7:22:02 PM,card,ANON-0000-0000-0141,27.92,Cortado
May,May  7:23:16 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  7:45:17 PM,card,ANON-0000-0000-0081,37.72,Hot Chocolate
May,May  7:45:17 PM,card,ANON-0000-0000-0209,27.92,Cortado
May,May  7:45:17 PM,card,ANON-0000-0000-0209,27.92,Cortado
May,May  7:45:17 PM,card,ANON-0000-0000-0210,32.82,Americano with Milk
May,May  7:29:17 PM,cash,,29,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0211,37.72,Latte
May,May  8:34:17 PM,cash,,29,Americano
May,May  8:34:17 PM,card,ANON-0000-0000-0212,32.82,Americano with Milk
May,May  8:34:17 PM,card,ANON-0000-0000-0212,32.82,Americano with Milk
May,May  8:34:17 PM,card,ANON-0000-0000-0213,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0040,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0040,27.92,Americano
May,May  3:39:48 PM,card,ANON-0000-0000-0001,37.72,Latte
May,May  4:19:03 PM,card,ANON-0000-0000-0214,32.82,Americano with Milk
May,May  6:39:04 PM,card,ANON-0000-0000-0215,27.92,Cortado
May,May  7:22:02 PM,card,ANON-0000-0000-0216,32.82,Americano with Milk
May,May  7:23:16 PM,card,ANON-0000-0000-0217,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0218,37.72,Hot Chocolate
May,May  7:45:17 PM,card,ANON-0000-0000-0218,37.72,Hot Chocolate
May,May  7:45:17 PM,card,ANON-0000-0000-0218,27.92,Americano
May,May  7:45:17 PM,card,ANON-0000-0000-0219,37.72,Latte
May,May  7:45:17 PM,card,ANON-0000-0000-0220,37.72,Hot Chocolate
May,May  7:29:17 PM,card,ANON-0000-0000-0220,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0221,27.92,Cortado
May,May  1:48:15 PM,card,ANON-0000-0000-0222,37.72,Cappuccino
May,May  3:39:48 PM,card,ANON-0000-0000-0221,37.72,Latte
May,May  4:19:03 PM,card,ANON-0000-0000-0223,37.72,Cappuccino
May,May  6:39:04 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  7:22:02 PM,card,ANON-0000-0000-0224,32.82,Americano with Milk
May,May  7:23:16 PM,card,ANON-0000-0000-0224,37.72,Cocoa
May,May  7:29:17 PM,card,ANON-0000-0000-0225,27.92,Americano
May,May  10:15:51 AM,card,ANON-0000-0000-0225,27.92,Americano
May,May  12:19:23 PM,card,ANON-0000-0000-0203,37.72,Latte
May,May  12:20:18 PM,card,ANON-0000-0000-0226,27.92,Americano
May,May  1:46:33 PM,card,ANON-0000-0000-0227,37.72,Latte
May,May  1:48:15 PM,card,ANON-0000-0000-0228,37.72,Latte
May,May  3:39:48 PM,card,ANON-0000-0000-0192,32.82,Americano with Milk
May,May  4:19:03 PM,card,ANON-0000-0000-0206,37.72,Cappuccino
May,May  6:39:04 PM,card,ANON-0000-0000-0012,32.82,Americano with Milk
May,May  7:22:02 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
May,May  7:23:16 PM,card,ANON-0000-0000-0229,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0230,37.72,Cappuccino
May,May  7:45:17 PM,card,ANON-0000-0000-0194,37.72,Cocoa
May,May  7:45:17 PM,card,ANON-0000-0000-0141,27.92,Cortado
May,May  7:45:17 PM,cash,,39,Cappuccino
May,May  7:45:17 PM,card,ANON-0000-0000-0231,27.92,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0231,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
May,May  8:34:17 PM,card,ANON-0000-0000-0012,27.92,Americano
May,May  8:34:17 PM,card,ANON-0000-0000-0232,37.72,Latte
May,May  8:34:17 PM,cash,,39,Latte
May,May  8:34:17 PM,card,ANON-0000-0000-0233,37.72,Hot Chocolate
May,May  7:29:17 PM,card,ANON-0000-0000-0234,27.92,Americano
May,May  7:29:17 PM,card,ANON-0000-0000-0235,37.72,Latte
May,May  3:39:48 PM,card,ANON-0000-0000-0236,37.72,Cappuccino
May,May  4:19:03 PM,card,ANON-0000-0000-0237,37.72,Latte
May,May  6:39:04 PM,card,ANON-0000-0000-0238,27.92,Cortado
May,May  7:22:02 PM,card,ANON-0000-0000-0238,37.72,Latte
May,May  7:23:16 PM,card,ANON-0000-0000-0239,37.72,Hot Chocolate
May,May  7:29:17 PM,card,ANON-0000-0000-0240,37.72,Cocoa
May,May  7:45:17 PM,card,ANON-0000-0000-0241,37.72,Cappuccino
May,May  7:45:17 PM,card,ANON-0000-0000-0241,37.72,Latte
May,May  7:45:17 PM,card,ANON-0000-0000-0242,32.82,Americano with Milk
May,May  7:45:17 PM,card,ANON-0000-0000-0001,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0243,23.02,Espresso
May,May  8:34:17 PM,card,ANON-0000-0000-0012,23.02,Espresso
May,May  8:34:17 PM,card,ANON-0000-0000-0206,37.72,Cappuccino
May,May  8:34:17 PM,card,ANON-0000-0000-0244,37.72,Latte
May,May  8:34:17 PM,card,ANON-0000-0000-0009,37.72,Hot Chocolate
May,May  7:29:17 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0245,32.82,Americano with Milk
May,May  3:39:48 PM,card,ANON-0000-0000-0246,37.72,Latte
May,May  4:19:03 PM,cash,,39,Latte
May,May  6:39:04 PM,card,ANON-0000-0000-0247,37.72,Hot Chocolate
May,May  7:22:02 PM,card,ANON-0000-0000-0248,37.72,Cocoa
May,May  7:23:16 PM,card,ANON-0000-0000-0249,32.82,Americano with Milk
May,May  7:29:17 PM,card,ANON-0000-0000-0250,37.72,Latte
May,May  7:45:17 PM,card,ANON-0000-0000-0250,37.72,Latte
May,May  7:45:17 PM,card,ANON-0000-0000-0180,37.72,Cappuccino
May,May  7:45:17 PM,card,ANON-0000-0000-0134,32.82,Americano with Milk
May,May  7:45:17 PM,card,ANON-0000-0000-0134,37.72,Latte
May,May  7:29:17 PM,card,ANON-0000-0000-0206,37.72,Cappuccino
May,May  7:29:17 PM,card,ANON-0000-0000-0206,32.82,Americano with Milk
May,May  7:45:17 PM,card,ANON-0000-0000-0206,27.92,Cortado
June,June  10:15:51 AM,card,ANON-0000-0000-0141,27.92,Cortado
June,June  12:19:23 PM,card,ANON-0000-0000-0232,37.72,Latte
June,June  12:20:18 PM,card,ANON-0000-0000-0250,37.72,Latte
June,June  1:46:33 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
June,June  1:48:15 PM,card,ANON-0000-0000-0251,32.82,Americano with Milk
June,June  3:39:48 PM,card,ANON-0000-0000-0251,32.82,Americano with Milk
June,June  4:19:03 PM,card,ANON-0000-0000-0154,37.72,Cappuccino
June,June  6:39:04 PM,card,ANON-0000-0000-0154,37.72,Cappuccino
June,June  7:22:02 PM,cash,,39,Cocoa
June,June  7:23:16 PM,card,ANON-0000-0000-0252,37.72,Cocoa
June,June  7:29:17 PM,card,ANON-0000-0000-0009,32.82,Americano with Milk
June,June  10:15:51 AM,card,ANON-0000-0000-0009,37.72,Latte
June,June  12:19:23 PM,card,ANON-0000-0000-0040,32.82,Americano with Milk
June,June  12:20:18 PM,card,ANON-0000-0000-0040,37.72,Cappuccino
June,June  1:46:33 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
June,June  1:48:15 PM,card,ANON-0000-0000-0253,37.72,Latte
June,June  3:39:48 PM,cash,,34,Americano with Milk
June,June  4:19:03 PM,card,ANON-0000-0000-0001,37.72,Latte
June,June  6:39:04 PM,card,ANON-0000-0000-0191,37.72,Latte
June,June  7:22:02 PM,card,ANON-0000-0000-0025,37.72,Cappuccino
June,June  7:23:16 PM,card,ANON-0000-0000-0024,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0009,37.72,Latte
June,June  10:15:51 AM,cash,,34,Americano with Milk
June,June  12:19:23 PM,cash,,34,Americano with Milk
June,June  12:20:18 PM,card,ANON-0000-0000-0141,27.92,Cortado
June,June  1:46:33 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
June,June  1:48:15 PM,card,ANON-0000-0000-0254,37.72,Latte
June,June  3:39:48 PM,card,ANON-0000-0000-0254,37.72,Hot Chocolate
June,June  4:19:03 PM,card,ANON-0000-0000-0255,37.72,Latte
June,June  6:39:04 PM,card,ANON-0000-0000-0192,27.92,Cortado
June,June  7:22:02 PM,card,ANON-0000-0000-0192,37.72,Cappuccino
June,June  7:23:16 PM,card,ANON-0000-0000-0256,37.72,Hot Chocolate
June,June  7:29:17 PM,card,ANON-0000-0000-0257,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0258,27.92,Cortado
June,June  7:29:17 PM,card,ANON-0000-0000-0259,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0260,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0260,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0260,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0261,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0261,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0262,27.92,Americano
June,June  7:29:17 PM,card,ANON-0000-0000-0001,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0263,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0264,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0220,37.72,Cocoa
June,June  7:29:17 PM,card,ANON-0000-0000-0220,27.92,Cortado
June,June  7:29:17 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0001,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0265,27.92,Americano
June,June  7:29:17 PM,card,ANON-0000-0000-0224,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0266,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0267,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0267,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0206,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0206,32.82,Americano with Milk
June,June  7:29:17 PM,card,ANON-0000-0000-0267,37.72,Latte
June,June  7:29:17 PM,card,ANON-0000-0000-0268,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0269,23.02,Espresso
June,June  7:29:17 PM,card,ANON-0000-0000-0164,32.82,Americano with Milk
June,June  8:29:17 PM,card,ANON-0000-0000-0270,27.92,Cortado
June,June  10:15:51 AM,card,ANON-0000-0000-0270,27.92,Cortado
June,June  12:19:23 PM,card,ANON-0000-0000-0271,27.92,Cortado
June,June  12:20:18 PM,card,ANON-0000-0000-0097,32.82,Americano with Milk
June,June  1:46:33 PM,card,ANON-0000-0000-0134,37.72,Cappuccino
June,June  1:48:15 PM,card,ANON-0000-0000-0134,37.72,Cappuccino
June,June  3:39:48 PM,card,ANON-0000-0000-0097,37.72,Latte
June,June  4:19:03 PM,card,ANON-0000-0000-0272,37.72,Latte
June,June  6:39:04 PM,card,ANON-0000-0000-0273,37.72,Cappuccino
June,June  7:22:02 PM,card,ANON-0000-0000-0141,27.92,Cortado
June,June  7:23:16 PM,card,ANON-0000-0000-0274,23.02,Espresso
June,June  7:29:17 PM,card,ANON-0000-0000-0275,37.72,Cappuccino
June,June  10:15:51 AM,card,ANON-0000-0000-0276,32.82,Americano with Milk
June,June  12:19:23 PM,card,ANON-0000-0000-0276,37.72,Latte
June,June  12:20:18 PM,card,ANON-0000-0000-0276,37.72,Latte
June,June  1:46:33 PM,card,ANON-0000-0000-0277,27.92,Cortado
June,June  1:48:15 PM,card,ANON-0000-0000-0278,37.72,Cappuccino
June,June  3:39:48 PM,card,ANON-0000-0000-0279,32.82,Americano with Milk
June,June  4:19:03 PM,card,ANON-0000-0000-0280,27.92,Americano
June,June  6:39:04 PM,card,ANON-0000-0000-0281,37.72,Cappuccino
June,June  7:22:02 PM,card,ANON-0000-0000-0097,37.72,Latte
June,June  7:23:16 PM,card,ANON-0000-0000-0282,37.72,Hot Chocolate
June,June  7:29:17 PM,card,ANON-0000-0000-0282,37.72,Hot Chocolate
June,June  10:15:51 AM,card,ANON-0000-0000-0283,37.72,Latte
June,June  12:19:23 PM,card,ANON-0000-0000-0283,37.72,Latte
June,June  12:20:18 PM,card,ANON-0000-0000-0284,32.82,Americano with Milk
June,June  1:46:33 PM,card,ANON-0000-0000-0285,37.72,Latte
June,June  1:48:15 PM,card,ANON-0000-0000-0285,37.72,Latte
June,June  3:39:48 PM,card,ANON-0000-0000-0286,37.72,Hot Chocolate
June,June  4:19:03 PM,card,ANON-0000-0000-0287,32.82,Americano with Milk
June,June  6:39:04 PM,card,ANON-0000-0000-0287,32.82,Americano with Milk
June,June  7:22:02 PM,card,ANON-0000-0000-0288,37.72,Hot Chocolate
June,June  7:23:16 PM,card,ANON-0000-0000-0289,37.72,Cappuccino
June,June  7:29:17 PM,card,ANON-0000-0000-0283,37.72,Latte
June,June  7:45:17 PM,card,ANON-0000-0000-0290,37.72,Latte
